Source sentence,Answer sentence,Event1,Event2,labels
 causal </s></s> unrelated </s></s> LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications . ,sweetened is the cause of tendering ,sweetened ,tendering ,Cause-Effect
" causal </s></s> unrelated </s></s> LIN now plans to dole out $ 42 a share in cash , up from the earlier $ 20 amount . Because of program trading it is more difficult to trade many OTC stocks without sharp price moves , a condition known as illiquidity . ",dole has no relation to moves ,dole ,moves ,NONE
" causal </s></s> unrelated </s></s> That 's largely because of defensive measures they adopted after the 1987 crash , when individual investors fled the market and trading activity dwindled . And to protect their reduced capital investment from eroding further , market makers became quicker to lower price quotes when sell programs are in progress . ",fled has no relation to protect ,fled ,protect ,NONE
" causal </s></s> unrelated </s></s> Joseph Hardiman , president of the National Association of Securities Dealers , which oversees trading on Nasdaq , agrees that program trading is hurting the market 's efforts to bring back small investors . Starpointe Savings Bank rose 3 to 20 after the Federal Deposit Insurance Corp. approved Dime Savings Bank of New York 's $ 21-a-share acquisition of Starpointe . ",bring has no relation to approved ,bring ,approved ,NONE
" causal </s></s> unrelated </s></s> Kirschner earned $ 376,000 on revenue of $ 14.5 million in the 1988 quarter . Joseph Hardiman , president of the National Association of Securities Dealers , which oversees trading on Nasdaq , agrees that program trading is hurting the market 's efforts to bring back small investors . ",earned has no relation to bring ,earned ,bring ,NONE
" causal </s></s> unrelated </s></s> Moreover , the price volatility that is amplified by program trading is undercutting efforts to woo individual investors back to an OTC market that sorely misses them . Market makers in Nasdaq over-the-counter stocks are adding their voices to the swelling chorus of complaints about program trading . ",misses has no relation to adding ,misses ,adding ,NONE
" causal </s></s> unrelated </s></s> That 's largely because of defensive measures they adopted after the 1987 crash , when individual investors fled the market and trading activity dwindled . Weisfield 's rocketed 9 1/2 to 39 after the jewelry store operator said it is in preliminary discussions , with a party it would n't identify , regarding the possible acquisition of the company . ",crash has no relation to discussions ,crash ,discussions ,NONE
" causal </s></s> unrelated </s></s> "" It makes no sense for us to put money at risk when you know you 're going to lose , "" says Mr. Antolini , of Donaldson Lufkin . Because of program trading it is more difficult to trade many OTC stocks without sharp price moves , a condition known as illiquidity . ",sense has no relation to trade ,sense ,trade ,NONE
" causal </s></s> unrelated </s></s> Moreover , the price volatility that is amplified by program trading is undercutting efforts to woo individual investors back to an OTC market that sorely misses them . Because of program trading it is more difficult to trade many OTC stocks without sharp price moves , a condition known as illiquidity . ",trading has no relation to moves ,trading ,moves ,NONE
" causal </s></s> unrelated </s></s> That 's largely because of defensive measures they adopted after the 1987 crash , when individual investors fled the market and trading activity dwindled . Of course , there were sell programs in past years , too , but they seem to hurt market makers more painfully these days . ",measures has no relation to seem ,measures ,seem ,NONE
" causal </s></s> unrelated </s></s> LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications . Joseph Hardiman , president of the National Association of Securities Dealers , which oversees trading on Nasdaq , agrees that program trading is hurting the market 's efforts to bring back small investors . ",sweetened has no relation to efforts ,sweetened ,efforts ,NONE
" causal </s></s> unrelated </s></s> The stock fell 7/8 Thursday amid concerns over problems discovered with the chip . LIN now plans to dole out $ 42 a share in cash , up from the earlier $ 20 amount . ",concerns has no relation to plans ,concerns ,plans ,NONE
" causal </s></s> unrelated </s></s> Ocean Drilling amp Exploration Co. will sell its contract-drilling business , and took a $ 50.9 million loss from discontinued operations in the third quarter because of the planned sale . ",operations is the cause of loss ,operations ,loss ,Cause-Effect
" causal </s></s> unrelated </s></s> Ocean Drilling amp Exploration Co. will sell its contract-drilling business , and took a $ 50.9 million loss from discontinued operations in the third quarter because of the planned sale . ",sale is the cause of operations ,sale ,operations ,Cause-Effect
 causal </s></s> unrelated </s></s> The latest period had profit from continuing operations of $ 4 million . ,operations is the cause of had ,operations ,had ,Cause-Effect
" causal </s></s> unrelated </s></s> The latest period had profit from continuing operations of $ 4 million . Ocean Drilling amp Exploration Co. will sell its contract-drilling business , and took a $ 50.9 million loss from discontinued operations in the third quarter because of the planned sale . ",had has no relation to sale ,had ,sale ,NONE
" causal </s></s> unrelated </s></s> The latest period had profit from continuing operations of $ 4 million . In the third quarter , the company , which is 61 % - owned by Murphy Oil Corp. of Arkansas , had a net loss of $ 46.9 million , or 91 cents a share , compared with a restated loss of $ 9 million , or 18 cents a share , a year ago . ",operations has no relation to loss ,operations ,loss ,NONE
 causal </s></s> unrelated </s></s> Ocean Drilling said it wo n't hold any shares of the new company after the restructuring . ,restructuring has no relation to said ,restructuring ,said ,NONE
 causal </s></s> unrelated </s></s> It also was considering a restructuring to help boost the stock price . ,restructuring is the cause of boost ,restructuring ,boost ,Cause-Effect
" causal </s></s> unrelated </s></s> It received more offers , but the auction was surprisingly won by IMA , which bid $ 28 a share and asked Mr. Gilleland to stay on as an equity participant . IMA Holdings Corp. completed its $ 3 billion acquisition of American Medical International Inc., purchasing 63 million shares , or 86 % , of the Los Angeles-based health-care services concern for $ 26.50 a share . ",auction has no relation to purchasing ,auction ,purchasing ,NONE
 causal </s></s> unrelated </s></s> The move had been widely expected after northern Ireland police said they believe the IRA was behind two killings in Belfast last week . ,expected has no relation to behind ,expected ,behind ,NONE
" causal </s></s> unrelated </s></s> With the convergence of communications and information technologies ( IT ) coupled with the coming of age for the Internet and its related technologies , the stage is set for Malaysians to seize the chance to transform into a knowledge society and become worthy opponents / players in the global market space . ",convergence is the cause of set ,convergence ,set ,Cause-Effect
" causal </s></s> unrelated </s></s> However , it is important to note that installing or implementing Internet technologies for technology 's sake would not ensure instant success . ",installing is the cause of success ,installing ,success ,Cause-Effect
" causal </s></s> unrelated </s></s> However , it is important to note that installing or implementing Internet technologies for technology 's sake would not ensure instant success . ",implementing is the cause of success ,implementing ,success ,Cause-Effect
" causal </s></s> unrelated </s></s> For e-commerce to flourish with full-blown end-to-end business transactions , strategic planning which incorporates both business and technology plans that are complementary is necessary for an organisation to see feasible returns on investment . ",planning is the cause of see ,planning ,see ,Cause-Effect
" causal </s></s> unrelated </s></s> With intranets in place , it is only logical for organisations to respectively link the network to other companies ' for extended business purposes through extranets . While this will enable the sharing of information among enterprises , security issues such as firewalls and encryption as well as access and control procedures , and the trust levels that enterprises have with each other will emerge and there will be a need to address them . ",link is the cause of enable ,link ,enable ,Cause-Effect
" causal </s></s> unrelated </s></s> The Internet , the global network of computers , is now far reaching into the country - extending its embrace to include every nook and cranny of the nation - opening doors to not only a diverse range of information sources but also an exhaustive list of possibilities to create new applications which add value to people 's lives . Intranets , through the use of Internet technology , are positioned as a platform for companies to optimise , expand and transform new channels of business . ",add has no relation to expand ,add ,expand ,NONE
" causal </s></s> unrelated </s></s> While this will enable the sharing of information among enterprises , security issues such as firewalls and encryption as well as access and control procedures , and the trust levels that enterprises have with each other will emerge and there will be a need to address them . With the convergence of communications and information technologies ( IT ) coupled with the coming of age for the Internet and its related technologies , the stage is set for Malaysians to seize the chance to transform into a knowledge society and become worthy opponents / players in the global market space . ",enable has no relation to transform ,enable ,transform ,NONE
" causal </s></s> unrelated </s></s> MALAYSIA 's aggressive move into the information age could not come in a more opportune time . For e-commerce to flourish with full-blown end-to-end business transactions , strategic planning which incorporates both business and technology plans that are complementary is necessary for an organisation to see feasible returns on investment . ",come has no relation to see ,come ,see ,NONE
" causal </s></s> unrelated </s></s> Intranets , through the use of Internet technology , are positioned as a platform for companies to optimise , expand and transform new channels of business . Other than usage in business , Internet technology is also beginning to infiltrate the lifestyle domain . ",transform has no relation to infiltrate ,transform ,infiltrate ,NONE
" causal </s></s> unrelated </s></s> The application will create the necessary framework and infrastructure to support electronic commerce ( e-commerce ) initiatives in the country . With intranets in place , it is only logical for organisations to respectively link the network to other companies ' for extended business purposes through extranets . ",initiatives has no relation to link ,initiatives ,link ,NONE
" causal </s></s> unrelated </s></s> Upjohn Co. said it will offer an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter charge . ",move is the cause of charge ,move ,charge ,Cause-Effect
" causal </s></s> unrelated </s></s> But the pharmaceutical company said it "" anticipates the long-term savings resulting from the plan 's implementation will more than offset short-term costs . "" ",implementation is the cause of savings ,implementation ,savings ,Cause-Effect
" causal </s></s> unrelated </s></s> But some analysts questioned how much of an impact the retirement package will have , because few jobs will end up being eliminated . ",end is the cause of questioned ,end ,questioned ,Cause-Effect
" causal </s></s> unrelated </s></s> Upjohn further estimated that about 50 % of the employees who leave for early retirement may be replaced . As a result , Upjohn will likely trim only about 275 to 350 of its more than 21,000 jobs world-wide . ",replaced is the cause of trim ,replaced ,trim ,Cause-Effect
" causal </s></s> unrelated </s></s> Chairman Theodore Cooper called the program part of the company 's two-year strategy to implement budget constraints and "" an effective headcount-control program . "" According to Upjohn 's estimates , only 50 % to 60 % of the 1,100 eligible employees will take advantage of the plan . ",strategy has no relation to take ,strategy ,take ,NONE
" causal </s></s> unrelated </s></s> The spokesman said it is the first early retirement plan offered under its two-year cost-control strategy . Upjohn officials said they could n't estimate the size of the charge until they determine which employees , and how many , will participate in the retirement plan . ",offered has no relation to participate ,offered ,participate ,NONE
" causal </s></s> unrelated </s></s> Earlier staff-reduction moves have trimmed about 300 jobs , the spokesman said . But the pharmaceutical company said it "" anticipates the long-term savings resulting from the plan 's implementation will more than offset short-term costs . "" ",moves has no relation to savings ,moves ,savings ,NONE
" causal </s></s> unrelated </s></s> But the pharmaceutical company said it "" anticipates the long-term savings resulting from the plan 's implementation will more than offset short-term costs . "" Upjohn further estimated that about 50 % of the employees who leave for early retirement may be replaced . ",savings has no relation to estimated ,savings ,estimated ,NONE
" causal </s></s> unrelated </s></s> The company said its shipments declined as a result of a reduction in inventories by service centers , a lackluster automotive market and increasing competitive pressures in the construction market . ",reduction is the cause of declined ,reduction ,declined ,Cause-Effect
" causal </s></s> unrelated </s></s> The company said its shipments declined as a result of a reduction in inventories by service centers , a lackluster automotive market and increasing competitive pressures in the construction market . ",increasing is the cause of declined ,increasing ,declined ,Cause-Effect
" causal </s></s> unrelated </s></s> At the same time , production costs , compared with a year ago , were boosted by higher raw material and employment costs , which resulted from the company 's new labor pact effective June 1 . ",pact is the cause of boosted ,pact ,boosted ,Cause-Effect
" causal </s></s> unrelated </s></s> "" We anticipate that steel market conditions will exhibit a further moderate decline in the fourth quarter as the automotive sector remains weak and customers continue to adjust inventories , "" said Bethlehem Chairman Walter F. Williams . ",remains is the cause of exhibit ,remains ,exhibit ,Cause-Effect
" causal </s></s> unrelated </s></s> "" We anticipate that steel market conditions will exhibit a further moderate decline in the fourth quarter as the automotive sector remains weak and customers continue to adjust inventories , "" said Bethlehem Chairman Walter F. Williams . ",continue is the cause of exhibit ,continue ,exhibit ,Cause-Effect
" causal </s></s> unrelated </s></s> Sales dropped to $ 441.1 million from $ 820.4 million , because the company no longer consolidates its Eastern Steel division , which is now a joint venture with Kawasaki Steel Corp. ",consolidates is the cause of dropped ,consolidates ,dropped ,Cause-Effect
" causal </s></s> unrelated </s></s> Along with reduced volume , analysts said the nation 's fifth largest steelmaker was hurt by holding higher-cost inventory when raw material costs of such key products as nickel dropped . ",holding is the cause of hurt ,holding ,hurt ,Cause-Effect
" causal </s></s> unrelated </s></s> The company noted that its Fox - Meyer Drug Co., Ben Franklin Stores Inc. and Permian Corp. operations showed improvements as a result of restructuring moves . ",moves is the cause of showed ,moves ,showed ,Cause-Effect
" causal </s></s> unrelated </s></s> However , its equity in the net income of National Steel declined to $ 6.3 million from $ 10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike . ",demand is the cause of declined ,demand ,declined ,Cause-Effect
" causal </s></s> unrelated </s></s> However , its equity in the net income of National Steel declined to $ 6.3 million from $ 10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike . ",orders is the cause of declined ,orders ,declined ,Cause-Effect
" causal </s></s> unrelated </s></s> He noted , however , that the company 's order entry has increased from the low levels of the early summer , following the end of labor negotiations . In the year-ago period , Bethlehem earned $ 101.4 million , or $ 1.27 a share , including a $ 3.8 million gain from early retirement of debt . ",following has no relation to earned ,following ,earned ,NONE
" causal </s></s> unrelated </s></s> Wall Street analysts expect the disappointing trend to continue into the fourth quarter and through at least the first two quarters of 1990 , when the industry will increasingly see the effect of price erosion in major product lines , such as rolled sheet used for cars , appliances and construction . At the same time , production costs , compared with a year ago , were boosted by higher raw material and employment costs , which resulted from the company 's new labor pact effective June 1 . ",continue has no relation to resulted ,continue ,resulted ,NONE
" causal </s></s> unrelated </s></s> It has n't diversified beyond steel , nor has it linked up with a joint venture partner to share costs and risks . Of all the major steelmakers , Bethlehem would seem to be the most vulnerable to a slowdown . ",diversified has no relation to vulnerable ,diversified ,vulnerable ,NONE
" causal </s></s> unrelated </s></s> National Intergroup is negotiating for the sale of its 50 % interest in National Steel to concentrate more fully on drug distribution operations . Still , Bethlehem 's core basic steel operations experienced a steep drop in operating profit to $ 58.6 million from $ 186.4 million a year ago , when the industry enjoyed strong demand and pricing . ",sale has no relation to enjoyed ,sale ,enjoyed ,NONE
" causal </s></s> unrelated </s></s> "" We anticipate that steel market conditions will exhibit a further moderate decline in the fourth quarter as the automotive sector remains weak and customers continue to adjust inventories , "" said Bethlehem Chairman Walter F. Williams . Still , Bethlehem 's core basic steel operations experienced a steep drop in operating profit to $ 58.6 million from $ 186.4 million a year ago , when the industry enjoyed strong demand and pricing . ",anticipate has no relation to drop ,anticipate ,drop ,NONE
" causal </s></s> unrelated </s></s> Wall Street analysts expect the disappointing trend to continue into the fourth quarter and through at least the first two quarters of 1990 , when the industry will increasingly see the effect of price erosion in major product lines , such as rolled sheet used for cars , appliances and construction . Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share , ents a share , but ssa share , but said the losses for the unusual items were larger than expected . ",expect has no relation to larger ,expect ,larger ,NONE
" causal </s></s> unrelated </s></s> However , its equity in the net income of National Steel declined to $ 6.3 million from $ 10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike . The latest period includes gains of $ 9.1 million from early retirement of debt and tax loss carry-forward . ",declined has no relation to includes ,declined ,includes ,NONE
" causal </s></s> unrelated </s></s> The company said its shipments declined as a result of a reduction in inventories by service centers , a lackluster automotive market and increasing competitive pressures in the construction market . Wall Street analysts expect the disappointing trend to continue into the fourth quarter and through at least the first two quarters of 1990 , when the industry will increasingly see the effect of price erosion in major product lines , such as rolled sheet used for cars , appliances and construction . ",said has no relation to continue ,said ,continue ,NONE
" causal </s></s> unrelated </s></s> However , in spite of the difficult industrywide environment of high cost and low volume , Bethlehem "" had pretty good earnings numbers , "" said Michelle Galanter Applebaum , an analyst with Salomon Brothers Inc. "" It does n't bode well for coming quarters , "" said John Jacobson , who follows the steel industry for AUS Consultants . ",had has no relation to said ,had ,said ,NONE
" causal </s></s> unrelated </s></s> Still , Bethlehem 's core basic steel operations experienced a steep drop in operating profit to $ 58.6 million from $ 186.4 million a year ago , when the industry enjoyed strong demand and pricing . "" We anticipate that steel market conditions will exhibit a further moderate decline in the fourth quarter as the automotive sector remains weak and customers continue to adjust inventories , "" said Bethlehem Chairman Walter F. Williams . ",drop has no relation to remains ,drop ,remains ,NONE
" causal </s></s> unrelated </s></s> The portfolio unit of the French bank group Credit Lyonnais told stock market regulators that it bought 43,000 shares of Cie . de Navigation Mixte , apparently to help fend off an unwelcome takeover bid for the company . ",bought is the cause of fend ,bought ,fend ,Cause-Effect
" causal </s></s> unrelated </s></s> Navigation Mixte 's chairman had suggested that friendly institutions were likely to buy its stock as soon as trading opened Monday . The portfolio unit of the French bank group Credit Lyonnais told stock market regulators that it bought 43,000 shares of Cie . ",trading has no relation to told ,trading ,told ,NONE
" causal </s></s> unrelated </s></s> In addition , operating results were hit by an increase in loan and real estate loss reserves . ",increase is the cause of hit ,increase ,hit ,Cause-Effect
" causal </s></s> unrelated </s></s> Those included costs associated with the potential Valley Federal Savings and Loan Association acquisition , which was terminated on Sept . 27 , 1989 . The appointment takes effect Nov . 13 . ",terminated has no relation to takes ,terminated ,takes ,NONE
" causal </s></s> unrelated </s></s> The acquisition brings together the two largest competitors to Home Shopping Network Inc., which now reaches more viewers than any other company in the video shopping industry . QVC Network Inc. said it completed its acquisition of CVN Cos . ",reaches has no relation to said ,reaches ,said ,NONE
" causal </s></s> unrelated </s></s> The Atlanta-based airline , the third largest in the U.S., attributed the increase to higher passenger traffic , new international routes and reduced service by rival Eastern Airlines , which is in bankruptcy proceedings in the wake of a strike that began last spring . ",strike is the cause of proceedings ,strike ,proceedings ,Cause-Effect
" causal </s></s> unrelated </s></s> The Atlanta-based airline , the third largest in the U.S., attributed the increase to higher passenger traffic , new international routes and reduced service by rival Eastern Airlines , which is in bankruptcy proceedings in the wake of a strike that began last spring . Delta Air Lines earnings soared 33 % to a record in the fiscal first quarter , bucking the industry trend toward declining profits . ",began has no relation to soared ,began ,soared ,NONE
" causal </s></s> unrelated </s></s> Results for that quarter included a $ 30 million , or 40 cents a share , write-down associated with the consolidation of a facility . The company said it expects to release third-quarter results in mid-November . ",writedown has no relation to release ,writedown ,release ,NONE
" causal </s></s> unrelated </s></s> Separately , Innopac reported a fourth-quarter loss of about C $ 2.6 million , or 18 Canadian cents a share , reflecting inventory write-downs . ",loss is the cause of writedowns ,loss ,writedowns ,Cause-Effect
" causal </s></s> unrelated </s></s> "" I 'm happy that he feels positively about our company , "" he said . Mr. Fabi would n't say directly whether Mr. Pattison has disclosed potential terms for his planned bid for control . ",said has no relation to say ,said ,say ,NONE
" causal </s></s> unrelated </s></s> A.L. Williams Corp. was merged into Primerica Corp., New York , after a special meeting of Williams shareholders cleared the transaction , the companies said . Primerica closed at $ 28.25 , down 50 cents . ",said has no relation to closed ,said ,closed ,NONE
" causal </s></s> unrelated </s></s> The Dearborn , Mich . , energy company stopped paying a dividend in the third quarter of 1984 because of troubles at its Midland nuclear plant . ",troubles is the cause of stopped ,troubles ,stopped ,Cause-Effect
" causal </s></s> unrelated </s></s> In addition , CMS reported third-quarter net of $ 68.2 million , or 83 cents a share , up from $ 66.8 million , or 81 cents a share , a year ago . CMS ENERGY Corp. said management would recommend to its board today that its common stock dividend be reinstated at a "" modest level "" later this year . ",reported has no relation to said ,reported ,said ,NONE
" causal </s></s> unrelated </s></s> AEP INDUSTRIES Inc. directors authorized a 3-for-2 split of the common , payable Dec . 7 to stock of record Nov . 22 . The split was aimed at boosting the stock 's liquidity , said Brendan Barba , chairman of the Moonachie , N.J., maker of plastic film products . ",authorized has no relation to boosting ,authorized ,boosting ,NONE
" causal </s></s> unrelated </s></s> But opponents said the school might be a target for terrorist attacks , complained about its tax exempt status , and wondered why the Saudis are not compelled to allow Christians to worship in their country . Many local residents denounced the bigotry , but opposition to the school then shifted . ",said has no relation to shifted ,said ,shifted ,NONE
" causal </s></s> unrelated </s></s> The insurance concern said all conversion rights on the stock will terminate on Nov . 30 . Conseco Inc. said it is calling for the redemption on Dec . 7 of all the 800,000 remaining shares outstanding of its $ 1.875 Series A convertible preferred stock at $ 26.805 a share . ",terminate has no relation to calling ,terminate ,calling ,NONE
" causal </s></s> unrelated </s></s> Westinghouse expects to meet its corporate goals despite a softening in the economy . The deal , which will involve an initial $ 20 million investment , was struck with a handshake , he added . ",meet has no relation to handshake ,meet ,handshake ,NONE
" causal </s></s> unrelated </s></s> Earnings were hurt by disposal of operations in its restructuring , Reed said . ",disposal is the cause of hurt ,disposal ,hurt ,Cause-Effect
" causal </s></s> unrelated </s></s> Reed is paying an interim dividend of 4.6 pence , up 15 % from 4 pence a year earlier . While there were no one-time gains or losses in the latest period , there was a one-time gain of # 18 million in the 1988 period . ",paying has no relation to gain ,paying ,gain ,NONE
" causal </s></s> unrelated </s></s> The thrift said that "" after these charges and assuming no dramatic fluctuation in interest rates , the association expects to achieve near record earnings in 1990 . "" Valley Federal Savings amp Loan Association took an $ 89.9 million charge as it reported a third-quarter loss of $ 70.7 million , or $ 12.09 a share . ",charges has no relation to loss ,charges ,loss ,NONE
" causal </s></s> unrelated </s></s> Waxman Industries Inc. said holders of $ 6,542,000 face amount of its 6 1/4 % convertible subordinated debentures , due March 15 , 2007 , have elected to convert the debt into about 683,000 common shares . ",convert has no relation to said ,convert ,said ,NONE
 causal </s></s> unrelated </s></s> Rally officials were n't available to comment late yesterday . Giant Group owned 22 % of Rally 's shares before the initial public offering . ,comment has no relation to offering ,comment ,offering ,NONE
" causal </s></s> unrelated </s></s> Travelers Corp.'s third-quarter net income rose 11 % , even though claims stemming from Hurricane Hugo reduced results $ 40 million . ",Hurricane is the cause of claims ,Hurricane ,claims ,Cause-Effect
 causal </s></s> unrelated </s></s> Travelers estimated that the California earthquake last month will result in a fourth-quarter pre-tax charge of less than $ 10 million . ,earthquake is the cause of charge ,earthquake ,charge ,Cause-Effect
" causal </s></s> unrelated </s></s> The year-ago results included a $ 415 million charge in the 1988 second quarter for underperforming real estate and mortgage loans . Travelers Corp.'s third-quarter net income rose 11 % , even though claims stemming from Hurricane Hugo reduced results $ 40 million . ",charge has no relation to claims ,charge ,claims ,NONE
" causal </s></s> unrelated </s></s> The insurer 's earnings from commercial property / casualty lines fell 59 % in the latest quarter , while it lost $ 7.2 million in its personal property / casualty business , compared with earnings of $ 6.1 million a year ago . Travelers Corp.'s third-quarter net income rose 11 % , even though claims stemming from Hurricane Hugo reduced results $ 40 million . ",lost has no relation to Hurricane ,lost ,Hurricane ,NONE
 causal </s></s> unrelated </s></s> Rally 's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer . ,adopted is the cause of offer ,adopted ,offer ,Cause-Effect
" causal </s></s> unrelated </s></s> Rally 's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer . The company said it was "" concerned about the announced intent to acquire control of the company "" by a Sugarman-led group . ",offer has no relation to concerned ,offer ,concerned ,NONE
" causal </s></s> unrelated </s></s> Jayark Corp. agreed to pay $ 4 million in cash , $ 2 million of 12 % convertible debentures , and 1.6 million common shares to acquire closely held Kofcoh Imports Inc. ",pay has no relation to agreed ,pay ,agreed ,NONE
" causal </s></s> unrelated </s></s> The Rockford , Ill . , maker of fasteners also said it expects to post sales in the current fiscal year that are "" slightly above "" fiscal 1989 sales of $ 155 million . The company said its industrial unit continues to face margin pressures and lower demand . ",expects has no relation to continues ,expects ,continues ,NONE
" causal </s></s> unrelated </s></s> Last month , Canadian Bond Rating Service downgraded Provigo 's commercial paper and debentures because of its lackluster performance . ",performance is the cause of downgraded ,performance ,downgraded ,Cause-Effect
" causal </s></s> unrelated </s></s> Analysts are skeptical Provigo will be able to sell the non-food businesses as a group for at least book value , and are expecting write-downs . ",skeptical is the cause of expecting ,skeptical ,expecting ,Cause-Effect
" causal </s></s> unrelated </s></s> Mr. Lortie 's departure , while sudden , was seen as inevitable in light of the shift in strategy . He said all three non-food operations are profitable . ",seen has no relation to said ,seen ,said ,NONE
" causal </s></s> unrelated </s></s> He declined to confirm or deny reports that Provigo executive Henri Roy is trying to put together a management buy-out of the catalogue showroom unit . In a stunning shift in direction , Provigo Inc. said it will sell all its non-food operations to concentrate solely on its retail and wholesale grocery business . ",reports has no relation to shift ,reports ,shift ,NONE
" causal </s></s> unrelated </s></s> CNW Corp. said the final step in the acquisition of the company has been completed with the merger of CNW with a subsidiary of Chicago amp North Western Holdings Corp. As reported , CNW agreed to be acquired by a group of investors led by Blackstone Capital Partners Limited Partnership for $ 50 a share , or about $ 950 million . ",merger has no relation to acquired ,merger ,acquired ,NONE
" causal </s></s> unrelated </s></s> With the general election due this September , record figures could n't have come at a worst time for Chancellor Kohl . ",election has no relation to come ,election ,come ,NONE
" causal </s></s> unrelated </s></s> We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",inadvertence is the cause of redemptions ,inadvertence ,redemptions ,Cause-Effect
" causal </s></s> unrelated </s></s> We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",inadvertence is the cause of dividends ,inadvertence ,dividends ,Cause-Effect
" causal </s></s> unrelated </s></s> We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",inadvertence is the cause of elimination ,inadvertence ,elimination ,Cause-Effect
" causal </s></s> unrelated </s></s> Actually , about two years ago , the Journal listed the creation of the money fund as one of the 10 most significant events in the world of finance in the 20th century . We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",creation has no relation to redemptions ,creation ,redemptions ,NONE
" causal </s></s> unrelated </s></s> I was pleased to note that your Oct . 23 Centennial Journal item recognized the money-fund concept as one of the significant events of the past century . But the Reserve Fund , America 's first money fund , was not named , nor were the creators of the money-fund concept , Harry Brown and myself . ",pleased has no relation to named ,pleased ,named ,NONE
" causal </s></s> unrelated </s></s> We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",inadvertence has no relation to innovated ,inadvertence ,innovated ,NONE
 causal </s></s> unrelated </s></s> Sony 's planned acquisition of Guber / Peters Entertainment Co. for $ 200 million is scheduled to close Monday . Guber / Peters has been locked in litigation with Warner Communications Inc. in an attempt to get out of an exclusive production contract with Warner . ,acquisition has no relation to attempt ,acquisition ,attempt ,NONE
" causal </s></s> unrelated </s></s> Proceeds from the offering are expected to be used for remodeling the company 's Desert Inn resort in Las Vegas , refurbishing certain aircraft of the MGM Grand Air unit , and to acquire the property for the new resort . MGM Grand Inc. has agreed to pay $ 93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas , Nev . , Strip as a site for its planned movie-studio and theme-park resort . ",expected has no relation to buy ,expected ,buy ,NONE
" causal </s></s> unrelated </s></s> UNIFIRST Corp. declared a 2-for-1 stock split . A year earlier UniFirst earned $ 2.4 million , or 24 cents a share adjusted for the split . ",declared has no relation to earned ,declared ,earned ,NONE
" causal </s></s> unrelated </s></s> The opinion , which found the gender distinction reasonable , relied heavily on outmoded generalities about family roles , including the flawed presumption that mothers have a closer relationship to their children than fathers do . ",generalities is the cause of opinion ,generalities ,opinion ,Cause-Effect
" causal </s></s> unrelated </s></s> The opinion , which found the gender distinction reasonable , relied heavily on outmoded generalities about family roles , including the flawed presumption that mothers have a closer relationship to their children than fathers do . ",presumption is the cause of opinion ,presumption ,opinion ,Cause-Effect
" causal </s></s> unrelated </s></s> The Justice Department , which supported the statute , did not cover itself with glory either . The opinion , which found the gender distinction reasonable , relied heavily on outmoded generalities about family roles , including the flawed presumption that mothers have a closer relationship to their children than fathers do . ",cover has no relation to found ,cover ,found ,NONE
" causal </s></s> unrelated </s></s> As Justice Stephen Breyer asked in a strong dissent , "" what sense does it make "" to apply citizenship barriers "" only to fathers and not to mothers in today 's world _ where paternity can readily be proved and where women and men both are likely to earn a living in the workplace ? "" The New York Times said in an editorial on Saturday , April 25 : The Supreme Court took a detour this week from the core principle of gender fairness it vindicated two years ago in its ruling invalidating the use of sexual stereotypes to justify denying women admission to the Virginia Military Institute . ",dissent has no relation to ruling ,dissent ,ruling ,NONE
" causal </s></s> unrelated </s></s> The 32 % state-owned DSM had eight million guilders of extraordinary charges in the latest quarter , mainly to reflect one-time losses in connection with the disposal of some operations . ",disposal is the cause of losses ,disposal ,losses ,Cause-Effect
 causal </s></s> unrelated </s></s> The charges were offset in part by a gain from the sale of the company 's construction division . ,gain is the cause of offset ,gain ,offset ,Cause-Effect
 causal </s></s> unrelated </s></s> The charges were offset in part by a gain from the sale of the company 's construction division . ,sale is the cause of gain ,sale ,gain ,Cause-Effect
